StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3,Q1,Q6_1,Q10,Q12_1,Q14,Q14_9_TEXT,Q19_1,Q17,Q14_1,Q14_1,Q15,Q17,SurveyName,ID
2022-11-06 18:56:16,2022-11-06 18:56:49,0,100.1.34.163,100,33,1,2022-11-06 18:56:49,R_271ApiDoNDpjr4c,,,,,40.0351,-74.1107,anonymous,EN,1,1,4,1,4,4,,5,1,1,24,2,,,
2022-11-06 18:55:52,2022-11-06 18:57:14,0,73.58.19.168,100,81,1,2022-11-06 18:57:14,R_1dGqMcgf5C9nsAa,,,,,33.1669,-87.5064,anonymous,EN,1,1,5,1,3,"4,5",,5,2,4,40,1,23,,
2022-11-06 18:54:45,2022-11-06 18:58:06,0,73.58.19.168,100,200,1,2022-11-06 18:58:06,R_3JzxjpsbGQRdpGq,,,,,33.1669,-87.5064,anonymous,EN,1,1,7,1,4,5,,7,2,4,10,3,21,,
2022-11-06 18:56:02,2022-11-06 18:59:04,0,73.58.38.152,100,181,1,2022-11-06 18:59:04,R_XhvGrX99WpbBGTv,,,,,33.1669,-87.5064,anonymous,EN,1,1,4,1,3,"1,7",,4,2,6,30,2,21,,
2022-11-06 18:56:49,2022-11-06 18:59:09,0,73.58.38.152,100,140,1,2022-11-06 18:59:09,R_1F8v6e4R80LhSNh,,,,,33.1669,-87.5064,anonymous,EN,1,1,0,1,5,"1,7",,2,3,3,5,2,21,,
2022-11-06 18:57:53,2022-11-06 18:59:51,0,166.198.21.81,100,118,1,2022-11-06 18:59:51,R_1eEpKMh1mWhTvJk,,,,,42.3562,-71.0631,anonymous,EN,1,1,4,1,1,"1,2,7",,7,3,6,31,2,21,,
2022-11-06 18:59:12,2022-11-06 19:00:28,0,162.253.25.65,100,75,1,2022-11-06 19:00:28,R_ZEGxy3mqmbGtMwF,,,,,33.2,-87.56,anonymous,EN,1,1,7,2,,"1,7",,4,1,5,20,2,,,
2022-11-06 18:59:45,2022-11-06 19:00:59,0,174.199.165.53,100,74,1,2022-11-06 19:00:59,R_cZ5ecs0xtULfjwZ,,,,,33.5226,-86.8033,anonymous,EN,1,1,4,1,6,1,,5,1,5,30,2,,,
2022-11-06 19:02:45,2022-11-06 19:03:40,0,107.77.235.55,100,54,1,2022-11-06 19:03:40,R_2tDnpCeNuZzyJQc,,,,,37.751,-97.822,anonymous,EN,1,1,7,2,,"1,2,3,4,5",,7,2,4,25,2,19,,
2022-11-06 19:03:31,2022-11-06 19:04:38,0,130.160.193.55,100,67,1,2022-11-06 19:04:39,R_2BbmQRpctzTagoY,,,,,33.2,-87.56,anonymous,EN,1,1,5,1,4,"1,5,7",,3,1,1,15,2,,,
2022-11-06 19:48:26,2022-11-06 19:49:38,0,68.63.93.64,100,71,1,2022-11-06 19:49:39,R_2S39UhdiVLRhwDG,,,,,33.2,-87.56,anonymous,EN,1,1,7,1,4,"1,7,9",Going out,4,3,5,20,1,23,,
2022-11-06 20:05:35,2022-11-06 20:06:51,0,75.102.141.42,100,75,1,2022-11-06 20:06:51,R_2e1YLdKpVS8NnC6,,,,,33.2,-87.56,anonymous,EN,1,1,,1,3,1,,3,1,4,30,2,20,,
2022-11-06 20:23:48,2022-11-06 20:24:43,0,206.166.196.58,100,55,1,2022-11-06 20:24:43,R_3qpvRnzK2loIQrj,,,,,33.2,-87.56,anonymous,EN,1,1,6,1,,5,,4,2,1,20,1,21,,
2022-11-06 20:27:46,2022-11-06 20:28:49,0,172.56.37.17,100,62,1,2022-11-06 20:28:49,R_3ls270ScveNcHE6,,,,,40.7886,-74.1634,anonymous,EN,1,2,,1,4,"1,2,7,8",,4,1,7,28,1,22,,
2022-11-06 20:56:05,2022-11-06 20:58:05,0,130.160.192.54,100,120,1,2022-11-06 20:58:06,R_2zo5FikhXB1QT1q,,,,,33.2,-87.56,anonymous,EN,1,1,7,1,2,"1,2",,3,1,3,26,1,22,,
2022-11-06 21:59:13,2022-11-06 22:00:35,0,107.127.28.75,100,81,1,2022-11-06 22:00:35,R_2qgCfZByUi49FSK,,,,,33.7485,-84.3871,anonymous,EN,1,1,7,2,,"1,7",,5,3,5,30,2,18,,
2022-11-07 09:09:31,2022-11-07 09:10:51,0,104.28.32.148,100,79,1,2022-11-07 09:10:51,R_x57bOUeuftTlq4V,,,,,33.5226,-86.8033,anonymous,EN,1,1,2,1,3,"3,5,6,7,8",,1,1,2,10,2,19,,
2022-11-07 09:31:35,2022-11-07 09:33:01,0,66.74.194.206,100,85,1,2022-11-07 09:33:01,R_3PTxbgbLUnSiXeo,,,,,33.7987,-118.2993,anonymous,EN,1,1,7,2,,"5,7",,6,2,7,20,1,26,,
2022-11-07 09:32:06,2022-11-07 09:33:27,0,47.229.33.98,100,80,1,2022-11-07 09:33:27,R_296t7M6Vm1PJKQi,,,,,34.1021,-118.0474,anonymous,EN,1,1,7,1,1,9,Working,2,1,1,0,1,23,,
2022-11-07 10:12:07,2022-11-07 10:13:43,0,162.253.27.4,100,95,1,2022-11-07 10:13:43,R_9BHcwtG8y1K0wA9,,,,,33.2,-87.56,anonymous,EN,1,1,4,1,1,"1,4,7",,4,3,4,7,1,21,,
2022-11-07 11:49:37,2022-11-07 11:51:17,0,162.231.26.6,100,100,1,2022-11-07 11:51:18,R_1Q0L6CvQa582Ml5,,,,,33.1893,-87.4785,anonymous,EN,1,2,,2,,"1,2",,2,2,5,26,2,21,,
2022-11-07 15:40:15,2022-11-07 15:41:39,0,66.168.42.8,100,83,1,2022-11-07 15:41:39,R_2TNO4LAigVsEdIV,,,,,41.8006,-72.2466,anonymous,EN,1,1,1,1,1,"1,7",,2,2,4,25,1,21,,
2022-11-07 15:40:45,2022-11-07 15:43:05,0,68.14.107.123,100,139,1,2022-11-07 15:43:05,R_2w50eQXhzs49Oel,,,,,41.5041,-72.9167,anonymous,EN,1,1,5,1,7,9,Working,2,3,6,25,1,,,
2022-11-07 15:40:58,2022-11-07 15:43:51,0,68.14.107.123,100,172,1,2022-11-07 15:43:51,R_3LcAf9u4Ji7cOjk,,,,,41.5041,-72.9167,anonymous,EN,1,1,7,1,7,"1,3,7,9","Listening to podcast or news ",7,3,7,31,2,47,,
2022-11-07 15:42:49,2022-11-07 15:44:22,0,162.253.27.142,100,93,1,2022-11-07 15:44:22,R_3h0fid2EyRpzW2J,,,,,33.2,-87.56,anonymous,EN,1,1,3,1,5,"1,5,6,8",,3,1,5,10,1,21,,
2022-11-07 15:45:04,2022-11-07 15:46:28,0,162.253.27.142,100,84,1,2022-11-07 15:46:29,R_UfQBVdAZCQEhveF,,,,,33.2,-87.56,anonymous,EN,1,1,7,1,4,"5,7",,4,3,7,35,1,21,,
2022-11-07 15:49:02,2022-11-07 15:50:25,0,172.56.22.135,100,82,1,2022-11-07 15:50:25,R_3nvYHB7ZltA3KLY,,,,,41.1895,-73.1892,anonymous,EN,1,2,,2,,9,None,2,1,5,26,1,21,,
2022-11-07 15:58:48,2022-11-07 16:00:54,0,155.33.135.7,100,125,1,2022-11-07 16:00:54,R_3kOeVSs3GvYyPd6,,,,,42.3427,-71.0922,anonymous,EN,1,1,7,1,1,"3,4",,7,2,5,30,1,21,,
2022-11-07 16:03:29,2022-11-07 16:04:49,0,107.77.226.96,100,79,1,2022-11-07 16:04:49,R_11j7H2h0yHbYWyf,,,,,40.7828,-73.9745,anonymous,EN,1,1,5,1,2,1,,6,3,3,25,1,,,
2022-11-07 16:01:19,2022-11-07 16:27:27,0,70.183.163.173,100,1567,1,2022-11-07 16:27:27,R_21AlmBnlGubQOxl,,,,,41.5041,-72.9167,anonymous,EN,1,1,7,1,2,"1,3",,6,2,4,15,1,,,
2022-11-07 16:37:35,2022-11-07 16:38:58,0,162.253.27.4,100,83,1,2022-11-07 16:38:59,R_1LOQEuMum7m0LkI,,,,,33.2,-87.56,anonymous,EN,1,1,7,1,7,"1,2,3,4,5,7",,7,2,2,5,1,,,
2022-11-07 16:53:55,2022-11-07 16:55:05,0,73.58.19.196,100,69,1,2022-11-07 16:55:05,R_1KqZdpLXDQO76fj,,,,,33.1669,-87.5064,anonymous,EN,1,1,3,1,6,"1,5,7",,7,1,6,40,2,19,,
2022-11-07 16:59:15,2022-11-07 17:00:27,0,69.1.215.137,100,72,1,2022-11-07 17:00:28,R_322RapT49KDHo0H,,,,,33.2,-87.56,anonymous,EN,1,1,4,1,7,"1,7,9",,6,2,4,25,1,21,,
2022-11-07 16:59:32,2022-11-07 17:00:33,0,174.199.129.66,100,61,1,2022-11-07 17:00:34,R_2AYfgRJkgeScw0F,,,,,33.395,-86.8348,anonymous,EN,1,1,7,1,7,"1,2,3,4,5,6,7,8",,7,2,1,10,2,,,
2022-11-07 17:03:58,2022-11-07 17:05:20,0,130.160.192.52,100,81,1,2022-11-07 17:05:20,R_r0XxtKmLr2mmDKh,,,,,33.2,-87.56,anonymous,EN,1,1,7,1,5,"1,5,7",,5,1,4,40,2,19,,
2022-11-07 17:07:25,2022-11-07 17:08:12,0,68.63.90.4,100,46,1,2022-11-07 17:08:12,R_d5SuXzXm64rxkmR,,,,,33.2,-87.56,anonymous,EN,1,1,4,1,4,1,,4,1,7,40,2,,,
2022-11-07 17:08:02,2022-11-07 17:09:23,0,192.152.243.175,100,80,1,2022-11-07 17:09:23,R_1DBvsxNNZKqbegS,,,,,41.4129,-72.9077,anonymous,EN,1,1,5,1,5,"1,2",,5,3,4,25,1,21,,
2022-11-07 17:12:07,2022-11-07 17:13:38,0,68.62.252.149,100,90,1,2022-11-07 17:13:38,R_1PRaJCbXJTW8UtS,,,,,33.1669,-87.5064,anonymous,EN,1,1,1,1,7,"1,2,3,5,6,8",,2,1,5,5,2,,,
2022-11-07 17:12:59,2022-11-07 17:14:03,0,130.160.193.46,100,64,1,2022-11-07 17:14:04,R_2R4WY7T531CHXI4,,,,,33.2,-87.56,anonymous,EN,1,1,5,1,7,"1,5,7",,3,3,4,40,2,21,,
2022-11-07 17:10:31,2022-11-07 17:14:57,0,66.181.226.155,100,266,1,2022-11-07 17:14:57,R_xotqUkpeh6B7QcN,,,,,41.7816,-71.3897,anonymous,EN,1,1,7,1,4,"5,7",,7,3,1,,1,21,,
2022-11-07 17:13:04,2022-11-07 17:17:27,0,73.218.114.239,100,262,1,2022-11-07 17:17:27,R_3e37pH1R6Cm8c5a,,,,,43.1888,-70.8868,anonymous,EN,1,1,7,1,7,"1,2,3,4,5,6,7,8",,3,1,6,20,1,,,
2022-11-07 17:31:38,2022-11-07 17:32:39,0,130.160.192.54,100,61,1,2022-11-07 17:32:40,R_2VPDTZEzBguIPVU,,,,,33.2,-87.56,anonymous,EN,1,2,,2,,,,,2,1,0,1,20,,
2022-11-07 17:40:56,2022-11-07 17:42:10,0,107.77.234.107,100,74,1,2022-11-07 17:42:11,R_26eQT9khTiJm0a2,,,,,37.751,-97.822,anonymous,EN,1,1,5,1,2,"5,6",,2,1,1,,2,18,,
2022-11-07 17:50:22,2022-11-07 17:51:30,0,146.113.252.237,100,67,1,2022-11-07 17:51:30,R_PBSD1HqwEQpiM5b,,,,,25.7703,-80.2072,anonymous,EN,1,1,7,1,2,5,,4,1,7,40,2,,,
2022-11-07 18:24:47,2022-11-07 18:25:59,0,174.199.174.152,100,72,1,2022-11-07 18:26:00,R_3PGJApMJ8zJeYTe,,,,,33.4979,-86.8125,anonymous,EN,1,1,5,1,3,"1,2,5",,2,3,6,25,1,21,,
2022-11-07 18:34:40,2022-11-07 18:36:24,0,162.224.255.89,100,104,1,2022-11-07 18:36:24,R_3EiBYlOctagrJMq,,,,,33.3992,-87.5599,anonymous,EN,1,2,,1,5,"1,7",,4,2,3,8,1,,,
2022-11-07 19:03:38,2022-11-07 19:22:17,0,162.253.27.4,100,1119,1,2022-11-07 19:22:18,R_Q5EjDhPFmR5hzAl,,,,,33.2,-87.56,anonymous,EN,1,1,6,1,1,"1,7",,4,2,2,25,1,21,,
2022-11-08 08:49:21,2022-11-08 08:51:00,0,168.31.54.245,100,98,1,2022-11-08 08:51:01,R_1flmwGpYUnNtDQ1,,,,,34.2734,-83.8781,anonymous,EN,1,1,4,1,6,,,5,2,6,35,2,21,,
2022-11-08 11:45:07,2022-11-08 11:46:42,0,130.160.194.23,100,94,1,2022-11-08 11:46:42,R_2tfA0qiUEnCEhQ7,,,,,33.3045,-87.5893,anonymous,EN,1,1,5,1,6,"1,5",,6,1,7,31,2,22,,
2022-11-08 14:58:48,2022-11-08 14:59:05,1,,100,17,1,2022-11-08 14:59:06,R_3O7UQGLeiM22aNh,,,,,33.5211,-86.7706,preview,EN,,,,,,,,,,,,,,009 - BluShades,613163
2022-11-09 11:22:23,2022-11-09 11:24:25,0,73.58.38.215,100,121,1,2022-11-09 11:24:25,R_3nBkIiQ0QWXuFEt,,,,,33.1669,-87.5064,anonymous,EN,1,1,2,1,5,1,,3,1,1,4,2,21,009 - BluShades,992384
2022-11-09 15:40:36,2022-11-09 15:41:39,0,68.62.255.32,100,62,1,2022-11-09 15:41:39,R_12AnO0VjNZaEPzY,,,,,33.1893,-87.4785,anonymous,EN,1,1,5,1,4,1,,7,2,4,21,2,21,009 - BluShades,651615
2022-11-09 19:45:27,2022-11-09 19:46:56,0,50.223.96.6,100,88,1,2022-11-09 19:46:56,R_3imVxg0tyKynDt2,,,,,33.2,-87.56,anonymous,EN,1,1,5,1,7,"1,2,4,5,6,7,8",,7,2,6,15,2,,009 - BluShades,530246
2022-11-10 10:06:21,2022-11-10 10:07:33,0,130.160.194.23,100,71,1,2022-11-10 10:07:33,R_2t5sgtrxwSCCItO,,,,,33.2,-87.56,anonymous,EN,1,1,7,1,3,"1,7",,7,2,3,26,1,22,009 - BluShades,672865
2022-11-10 10:08:59,2022-11-10 10:10:18,0,130.160.200.172,100,78,1,2022-11-10 10:10:19,R_32PHRWj2Ersfxax,,,,,33.2,-87.56,anonymous,EN,1,1,5,1,5,"1,5",,5,2,1,0,2,21,009 - BluShades,798230
2022-11-10 10:09:23,2022-11-10 10:10:39,0,130.160.194.92,100,75,1,2022-11-10 10:10:39,R_2wtUmmhfyVRPz3j,,,,,33.2,-87.56,anonymous,EN,1,1,5,1,4,"1,2",,4,2,4,15,1,21,009 - BluShades,577152
2022-11-10 10:09:40,2022-11-10 10:11:01,0,130.160.194.92,100,80,1,2022-11-10 10:11:01,R_1onZ7YZWu2hCiOa,,,,,33.2,-87.56,anonymous,EN,1,1,6,2,,1,,5,3,1,8,2,20,009 - BluShades,670737
2022-11-10 10:09:40,2022-11-10 10:11:01,0,130.160.194.23,100,81,1,2022-11-10 10:11:02,R_2U5dLHJH5aCloHo,,,,,33.2,-87.56,anonymous,EN,1,1,7,1,7,"1,2,3,4,5,6,7,8",,7,2,1,5,2,21,009 - BluShades,613574
2022-11-10 10:11:33,2022-11-10 10:13:27,0,130.160.194.88,100,113,1,2022-11-10 10:13:27,R_3GBef0xd5aY7zhC,,,,,33.2,-87.56,anonymous,EN,1,1,2,1,4,"1,2,4",,3,3,4,10,2,21,009 - BluShades,746635
2022-11-10 11:40:37,2022-11-10 11:42:41,0,130.160.192.52,100,123,1,2022-11-10 11:42:41,R_2VdNivRD4Uiv8X8,,,,,33.2,-87.56,anonymous,EN,1,1,5,1,3,"1,2",,3,3,4,26,2,21,009 - BluShades,926052
2022-11-10 14:53:37,2022-11-10 14:54:41,0,130.160.194.91,100,63,1,2022-11-10 14:54:41,R_3g1xQRBKIuEEHuK,,,,,33.2,-87.56,anonymous,EN,1,1,7,1,5,"1,5,6,8",,2,1,4,10,2,20,009 - BluShades,570867
2022-11-11 15:56:40,2022-11-11 15:57:39,0,73.58.27.33,100,59,1,2022-11-11 15:57:39,R_PvPyMQdmPbLp1ZL,,,,,33.2,-87.56,anonymous,EN,1,1,7,2,,9,I normally don't,4,1,1,1,2,22,009 - BluShades,128960
2022-11-13 18:37:56,2022-11-13 18:39:27,0,73.58.54.245,100,91,1,2022-11-13 18:39:27,R_30wwdBxz6G6SvE2,,,,,33.1669,-87.5064,anonymous,EN,1,1,5,1,6,1,,7,2,4,30,1,22,009 - BluShades,228192
2022-11-06 18:44:40,2022-11-06 18:46:59,0,68.63.93.64,15,139,0,2022-11-13 18:47:02,R_2ONovnN0X0Dy6s2,,,,,,,anonymous,EN,1,1,,,,,,,,,,,,,
2022-11-06 18:54:05,2022-11-06 18:54:22,0,174.199.235.120,38,16,0,2022-11-13 18:54:25,R_UZ0vEkm2sBpB8DD,,,,,,,anonymous,EN,1,1,7,1,7,,,,,,,,,,
2022-11-06 18:54:19,2022-11-06 18:54:35,0,162.253.26.209,23,15,0,2022-11-13 18:54:38,R_3dQc8JzCSsMGss1,,,,,,,anonymous,EN,1,1,5,,,,,,,,,,,,
2022-11-06 19:02:19,2022-11-06 19:03:10,0,174.199.167.111,62,50,0,2022-11-13 19:03:11,R_30wTwbetWyr4hO7,,,,,,,anonymous,EN,1,1,3,2,,"1,2,5,6,7",,3,3,,,,,,
2022-11-06 20:17:43,2022-11-06 20:18:12,0,206.166.196.97,23,29,0,2022-11-13 20:18:14,R_2SAd2kNgkS7MoVn,,,,,,,anonymous,EN,1,1,5,,,,,,,,,,,,
2022-11-06 20:27:26,2022-11-06 20:27:45,0,172.56.37.17,8,19,0,2022-11-13 20:27:52,R_3RqLx7MSXYUh8i3,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,
2022-11-13 22:21:53,2022-11-13 22:23:00,0,174.199.168.17,100,67,1,2022-11-13 22:23:01,R_265sYMDMRVFA292,,,,,33.5986,-86.3434,anonymous,EN,1,1,7,2,,"1,2,3,4,5,6,7,8",,4,2,1,,2,20,009 - BluShades,494823
2022-11-13 22:29:40,2022-11-13 22:29:54,0,174.199.168.17,100,14,1,2022-11-13 22:29:54,R_3r3fkUqjyXo9A3G,,,,,33.5986,-86.3434,anonymous,EN,,,,,,,,,,,,,,009 - BluShades,556715
2022-11-07 08:31:25,2022-11-07 08:32:02,0,130.160.194.93,38,37,0,2022-11-14 08:33:03,R_2WNhhz88eCTANHu,,,,,,,anonymous,EN,1,1,1,2,,,,,,,,,,,
2022-11-14 14:53:37,2022-11-14 14:54:42,0,206.166.196.45,100,64,1,2022-11-14 14:54:42,R_5iHZEcNzAsUwZBn,,,,,33.1893,-87.4785,anonymous,EN,1,1,5,1,5,"2,6",,2,3,5,15,2,20,009 - BluShades,685192
2022-11-07 16:53:55,2022-11-07 16:54:24,0,174.199.238.227,38,28,0,2022-11-14 16:54:25,R_3fjgh5A9f8feLoW,,,,,,,anonymous,EN,1,1,6,1,7,,,,,,,,,,
2022-11-07 16:57:39,2022-11-07 17:17:52,0,130.160.194.88,77,1213,0,2022-11-14 17:17:55,R_1i3zhC01PZBKhV4,,,,,,,anonymous,EN,1,1,5,2,,,,,1,2,,,,,
2022-11-07 17:44:25,2022-11-07 17:44:34,0,69.1.215.137,8,8,0,2022-11-14 17:44:36,R_3DlJw61EdiauW7T,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,
2022-11-07 18:51:21,2022-11-07 18:51:42,0,73.58.50.171,38,21,0,2022-11-14 18:51:43,R_2f1CsNyr9wKiQyE,,,,,,,anonymous,EN,1,1,2,1,7,,,,,,,,,,
